freq,unit,coicop,geo\TIME_PERIOD	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,INX_A_AVG,APF,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106.60 b	105.53 	106.30 	107.73 	108.41 	110.47 	115.21 	119.62 
A,INX_A_AVG,APF,FR	: 	: 	: 	: 	: 	: 	64.09 	65.55 	66.40 	68.55 	72.12 	74.03 	76.98 	77.75 	80.42 	85.43 	88.82 	92.75 	96.69 	100.00 	101.14 	102.69 b	103.88 	103.95 	104.70 	105.54 	106.72 	111.70 	117.29 
A,INX_A_AVG,APF,HR	: 	: 	: 	: 	: 	: 	66.14 	66.59 	67.89 	69.56 	79.70 	85.13 	92.76 	94.67 	97.50 	98.28 	98.86 	99.46 	99.56 	100.00 	99.80 	99.28 b	101.11 	104.01 	105.66 	105.72 	108.76 	114.86 	122.68 
A,INX_A_AVG,APF,HU	: 	: 	: 	: 	: 	: 	50.88 	54.75 	61.62 	66.75 	71.11 	85.00 	93.74 	100.40 	107.12 	112.55 	118.38 	110.62 	101.39 	100.00 	99.94 	99.96 b	100.09 	100.35 	100.35 	101.38 	113.92 	123.55 	123.40 
A,INX_A_AVG,APF,IE	: 	: 	: 	: 	: 	: 	47.0 	57.6 	69.0 	89.8 	95.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.0 	101.5 	104.4 	108.7 	109.8 
A,INX_A_AVG,APF,IT	: 	: 	: 	: 	: 	: 	55.2 	57.5 	60.2 	62.2 	64.8 	68.3 	71.1 	74.3 	77.7 	83.0 	87.7 	92.5 	98.2 	100.0 	101.6 	103.8 b	108.1 	110.9 	112.6 	114.6 	118.1 	121.2 	125.4 
A,INX_A_AVG,APF,LT	: 	: 	: 	: 	: 	: 	38.24 	38.39 	40.81 	43.11 	46.14 	51.80 	61.87 	73.00 	79.74 	80.58 	88.67 	92.29 	97.80 	100.00 	102.96 	106.94 b	108.84 	109.32 	118.88 	120.86 	126.30 	130.85 	140.31 
A,INX_A_AVG,APF,LU	: 	: 	: 	: 	: 	: 	64.36 	67.66 	70.11 	71.43 	74.43 	78.94 	80.75 	82.07 	85.90 	91.34 	93.42 	97.85 	98.51 	100.00 	101.58 	101.73 b	101.38 	101.99 	93.34 	92.34 	92.91 	94.57 	97.27 
A,INX_A_AVG,APF,LV	: 	: 	: 	: 	: 	: 	49.25 	50.17 	53.30 	59.11 	66.52 	79.99 	108.64 	113.87 	114.08 	115.17 	117.69 	: 	: 	100.00 	101.89 	105.38 b	106.81 	107.63 	109.35 	110.65 	115.02 	123.75 	136.87 
A,INX_A_AVG,APF,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 b	100.00 d	100.00 d	99.90 d	100.99 d	102.54 d	105.77 d	111.20 d
A,INX_A_AVG,APF,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.29 d	100.90 d	105.70 d	109.76 d	110.15 d
A,INX_A_AVG,APF,MT	: 	: 	: 	: 	: 	: 	55.17 	56.16 	58.70 	66.91 	76.30 	73.31 	82.02 	85.67 	96.39 	105.30 	110.36 	110.53 	104.37 	100.00 	97.61 	98.34 b	98.65 	99.45 	99.84 	98.91 	98.86 	97.10 	97.77 
A,INX_A_AVG,APF,NL	: 	: 	: 	: 	: 	: 	80.93 	85.41 	88.97 	88.97 	87.07 	89.23 	91.06 	93.23 	94.41 	95.90 	97.07 	97.79 	100.10 	100.00 	100.02 	100.69 b	101.44 	103.46 	105.96 	104.90 	100.97 	117.09 	124.97 
A,INX_A_AVG,APF,NO	: 	: 	: 	: 	: 	: 	68.9 	71.6 	73.1 	75.5 	76.4 	78.8 	81.5 	85.1 	87.5 	89.0 	91.4 	94.0 	97.0 	100.0 	103.2 	105.5 b	109.5 	113.4 	117.5 	119.1 	120.9 	121.9 	125.3 
A,INX_A_AVG,APF,PL	: 	: 	: 	: 	: 	: 	62.1 	65.3 	67.8 	69.8 	73.3 	76.3 	79.0 	82.1 	84.4 	87.5 	90.6 	95.6 	98.4 	100.0 	107.7 	109.9 b	111.7 	116.6 	129.3 	140.0 	149.0 	168.9 	181.4 
A,INX_A_AVG,APF,PT	: 	: 	: 	: 	: 	: 	63.53 	67.14 	69.89 	72.32 	74.82 	78.04 	81.80 	86.44 	89.34 	92.70 	95.83 	96.97 	98.13 	100.00 	100.64 	102.29 b	102.92 	103.82 	103.56 	104.29 	105.37 	108.51 	112.23 
A,INX_A_AVG,APF,RO	: 	: 	: 	: 	: 	: 	73.10 	82.69 	82.34 	85.06 	84.75 	84.14 	84.11 	88.02 	93.94 	97.24 	98.39 	99.60 	100.22 	100.00 	99.20 	98.90 b	99.43 	101.69 	103.50 	105.21 	109.49 	110.38 	115.41 
A,INX_A_AVG,APF,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.4 d	101.1 b	103.0 d	107.1 d	108.8 d	110.9 d	115.6 d	125.0 d	130.5 d
A,INX_A_AVG,APF,SE	: 	: 	: 	: 	: 	: 	72.39 	71.69 	77.14 	78.76 	79.54 	82.20 	85.84 	89.26 	89.23 	90.82 	94.57 	96.31 	98.54 	100.00 	101.15 	106.86 b	110.33 	114.30 	119.23 	123.19 	127.06 	135.57 	147.03 
A,INX_A_AVG,APF,SI	: 	: 	: 	: 	: 	: 	60.72 	65.95 	69.24 	70.45 	71.64 	72.58 	72.95 	74.16 	75.33 	76.83 	81.94 	94.89 	99.38 	100.00 	100.82 	102.16 b	103.68 	105.66 	106.03 	109.55 	115.47 	126.29 	130.01 
A,INX_A_AVG,APF,SK	: 	: 	: 	: 	: 	: 	54.47 	63.88 	70.87 	75.30 	77.39 	78.48 	84.36 	89.11 	92.48 	93.74 	96.67 	99.02 	99.63 	100.00 	102.01 	101.82 b	102.68 	105.22 	117.21 	123.17 	123.92 	141.12 	165.88 
A,INX_A_AVG,APF,UK	: 	: 	: 	: 	: 	: 	64.8 	67.5 	70.5 	73.8 	77.9 	82.2 	84.8 	87.2 	88.6 	91.0 	93.3 	95.6 	97.6 	100.0 	102.9 	110.4 b	115.6 	120.1 	: 	: 	: 	: 	: 
A,INX_A_AVG,APM,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.73 d	99.01 d	99.26 d	99.54 d	100.01 d	100.66 d
A,INX_A_AVG,APM,AT	: 	: 	: 	: 	: 	: 	78.57 	79.16 	79.47 	83.86 	83.92 	84.35 	86.78 	89.53 	90.89 	92.42 	93.79 	96.06 	98.52 	100.00 	102.77 	105.10 b	107.55 	109.77 	112.23 	113.79 	119.37 	126.22 	133.01 
A,INX_A_AVG,APM,BE	: 	: 	: 	: 	: 	: 	81.32 	82.63 	83.63 	85.04 	87.16 	87.62 	88.29 	90.33 	90.62 	92.31 	94.32 	96.02 	97.50 	100.00 	101.40 	103.85 b	105.95 	107.84 	109.19 	109.93 	112.60 	119.04 	122.99 
A,INX_A_AVG,APM,BG	: 	: 	: 	: 	: 	: 	65.75 	69.21 	69.45 	73.92 	77.32 	80.52 	86.89 	92.43 	94.42 	96.56 	101.46 	99.74 	98.10 	100.00 	98.91 	100.83 b	103.68 	107.15 	109.33 	112.55 	121.64 	132.33 	138.50 
A,INX_A_AVG,APM,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	99.29 	98.75 b	97.71 	97.09 	96.11 	95.83 	95.50 	95.26 	95.14 
A,INX_A_AVG,APM,CY	: 	: 	: 	: 	: 	: 	74.64 	77.88 	77.59 	80.11 	85.37 	87.11 	97.07 	92.96 	101.49 	107.21 	118.96 	113.78 	108.12 	100.00 	94.92 	98.97 b	102.57 	105.96 	104.62 	109.21 	123.28 	128.96 	130.53 
A,INX_A_AVG,APM,CZ	: 	: 	: 	: 	: 	: 	56.2 	57.3 	59.8 	62.0 	64.5 	67.5 	76.3 	81.6 	85.8 	88.3 	95.7 	99.1 	99.5 	100.0 	101.4 	102.5 b	104.1 	108.0 	110.1 	111.5 	114.3 	119.6 	123.2 
A,INX_A_AVG,APM,DE	: 	: 	: 	: 	: 	: 	80.3 	81.8 	86.9 	88.4 	89.3 	92.5 	94.3 	95.0 	95.8 	96.9 	97.9 	97.0 	98.4 	100.0 b	101.7 	103.3 b	104.7 	106.3 	106.9 	107.6 	106.4 	118.2 	117.3 
A,INX_A_AVG,APM,DK	: 	: 	: 	: 	: 	: 	72.3 	75.7 	78.3 	80.1 	81.6 	83.5 	85.1 	88.0 	90.2 	92.8 	94.0 	95.7 	98.0 	100.0 	101.1 	103.3 b	104.6 	106.7 	109.8 	110.9 	113.6 	118.2 	122.9 
A,INX_A_AVG,APM,EA	: 	: 	: 	: 	: 	: 	76.76 	78.76 	82.25 	83.73 	85.12 	86.83 	88.88 	90.20 	91.19 	93.79 	96.89 	98.11 	99.28 	100.00 	99.79 	101.05 b	103.47 	105.83 	106.08 	109.86 	121.78 	128.27 	131.63 
A,INX_A_AVG,APM,EA19	: 	: 	: 	: 	: 	: 	75.92 	78.02 	81.55 	83.11 	84.65 	86.40 	88.63 	90.13 	91.17 	93.79 	96.93 	98.14 	99.28 	100.00 	99.79 	101.05 b	103.47 	105.83 	106.08 	109.86 	121.78 	128.26 	131.62 
A,INX_A_AVG,APM,EA20	: 	: 	: 	: 	: 	: 	75.74 	77.85 	81.37 	82.93 	84.48 	86.23 	88.48 	90.04 	91.11 	93.71 	96.90 	98.14 	99.28 	100.00 	99.78 	101.03 b	103.45 	105.80 	106.05 	109.81 	121.67 	128.14 	131.50 
A,INX_A_AVG,APM,EE	: 	: 	: 	: 	: 	: 	45.26 	46.57 	48.14 	51.18 	54.53 	60.42 	74.64 	80.37 	84.83 	88.66 	98.72 	106.99 	103.49 	100.00 	96.65 	97.25 b	101.30 	102.67 	97.17 	116.12 	189.59 	209.89 	221.12 
A,INX_A_AVG,APM,EEA	: 	: 	: 	: 	: 	: 	69.17 	71.05 	74.22 	76.22 	78.99 	81.06 	84.73 	87.48 	88.76 	92.17 	95.90 	97.96 	99.44 	100.00 	99.67 	101.07 b	103.74 	106.17 	106.62 	110.74 	122.51 	129.71 	: 
A,INX_A_AVG,APM,EL	: 	: 	: 	: 	: 	: 	72.14 	72.78 	73.00 	74.50 	76.37 	77.70 	79.38 	81.13 	82.88 	86.21 	88.38 	92.86 	97.36 	100.00 	99.53 	99.36 b	99.29 	98.68 	97.09 	99.87 	125.69 	114.71 	115.98 
A,INX_A_AVG,APM,ES	: 	: 	: 	: 	: 	: 	88.25 	87.28 	87.25 	86.47 	87.26 	89.78 	91.55 	93.60 	94.76 	97.62 	97.74 	98.54 	98.92 	100.00 	100.77 	102.30 b	103.80 	105.67 	106.78 	107.91 	110.25 	114.23 	117.56 
A,INX_A_AVG,APM,EU	: 	: 	: 	: 	: 	: 	69.20 	70.97 	74.17 	76.19 	78.87 	81.03 	84.68 	87.45 	88.62 	92.05 	95.91 	97.89 	99.41 	100.00 	99.54 	100.87 b	103.39 	105.79 	106.44 	110.15 	121.73 	128.98 	132.81 
A,INX_A_AVG,APM,EU27_2020	: 	: 	: 	: 	: 	: 	71.19 	73.54 	77.05 	79.05 	81.15 	83.15 	86.18 	88.65 	90.24 	93.20 	96.77 	98.11 	99.20 	100.00 	99.67 	100.87 b	103.13 	105.35 	106.12 	109.82 	121.36 	128.58 	132.41 
A,INX_A_AVG,APM,EU28	: 	: 	: 	: 	: 	: 	67.85 	70.02 	73.41 	75.71 	78.65 	80.92 	84.56 	87.38 	88.58 	91.98 	95.88 	97.88 	99.41 	100.00 	99.54 	100.87 b	103.39 	105.79 	: 	: 	: 	: 	: 
A,INX_A_AVG,APM,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.92 b	106.55 	110.83 	112.04 	115.27 	144.46 	151.58 	139.93 
A,INX_A_AVG,APM,FR	: 	: 	: 	: 	: 	: 	68.76 	72.62 	78.48 	80.09 	82.13 	83.97 	86.91 	88.85 	91.16 	93.53 	96.04 	98.12 	99.85 	100.00 	99.76 	101.15 b	105.07 	108.14 	110.97 	115.54 	123.17 	131.53 	141.88 
A,INX_A_AVG,APM,HR	: 	: 	: 	: 	: 	: 	59.56 	62.99 	64.89 	66.80 	70.35 	71.66 	75.39 	82.22 	85.91 	87.22 	94.45 	97.86 	99.66 	100.00 	98.87 	98.57 b	99.64 	100.77 	100.53 	102.92 	107.55 	112.05 	115.32 
A,INX_A_AVG,APM,HU	: 	: 	: 	: 	: 	: 	46.00 	50.83 	57.17 	62.22 	66.24 	72.68 	77.54 	83.45 	88.36 	90.61 	94.07 	95.43 	97.71 	100.00 	101.98 	103.47 b	104.37 	108.16 	109.60 	110.23 	120.44 	140.41 	150.64 
A,INX_A_AVG,APM,IE	: 	: 	: 	: 	: 	: 	47.5 	52.6 	55.9 	61.4 	66.3 	71.9 	74.9 	78.0 	75.9 	80.7 	86.6 	89.4 	90.5 	100.0 	98.1 	96.7 b	97.6 	97.9 	100.1 	102.8 	108.9 	108.1 	106.9 
A,INX_A_AVG,APM,IT	: 	: 	: 	: 	: 	: 	84.9 	86.1 	84.4 	85.3 	87.0 	85.5 	88.1 	87.5 	86.6 	91.7 	100.2 	102.5 	101.0 	100.0 	97.7 	99.1 b	100.4 	101.8 	96.2 	106.0 	139.5 	140.5 	135.4 
A,INX_A_AVG,APM,LT	: 	: 	: 	: 	: 	: 	55.16 	55.35 	54.09 	56.33 	59.82 	65.49 	76.55 	88.51 	92.90 	97.25 	103.43 	104.64 	102.10 	100.00 	98.79 	97.39 b	97.09 	100.27 	98.96 	106.01 	141.63 	150.18 	145.82 
A,INX_A_AVG,APM,LU	: 	: 	: 	: 	: 	: 	66.23 	68.50 	70.58 	74.22 	78.45 	82.65 	84.50 	83.87 	85.67 	90.85 	93.37 	98.14 	99.47 	100.00 	100.62 	101.68 b	98.80 	101.97 	104.28 	105.79 	108.53 	105.39 	110.32 
A,INX_A_AVG,APM,LV	: 	: 	: 	: 	: 	: 	37.58 	38.97 	41.59 	43.42 	48.52 	56.35 	74.34 	87.61 	89.47 	96.07 	103.26 	101.73 	100.73 	100.00 	95.38 	96.75 b	99.17 	101.81 	100.08 	104.03 	139.13 	161.31 	147.74 
A,INX_A_AVG,APM,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.84 b	104.48 d	102.78 d	102.17 d	102.72 d	104.15 d	105.66 d	108.82 d
A,INX_A_AVG,APM,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	102.19 d	105.09 d	117.09 d	128.33 d	131.93 d
A,INX_A_AVG,APM,MT	: 	: 	: 	: 	: 	: 	77.47 	82.07 	82.07 	82.07 	84.60 	89.64 	90.77 	90.77 	90.77 	94.31 	105.28 	104.59 	107.83 	100.00 	93.10 	94.24 b	98.80 	100.30 	106.08 	106.08 	134.85 	170.24 	186.48 
A,INX_A_AVG,APM,NL	: 	: 	: 	: 	: 	: 	73.23 	75.41 	78.56 	81.03 	82.53 	83.27 	82.08 	84.23 	85.04 	86.80 	89.98 	94.45 	97.38 	100.00 	98.70 	99.10 b	101.38 	104.77 	103.36 	108.80 	141.78 	128.22 	130.58 
A,INX_A_AVG,APM,NO	: 	: 	: 	: 	: 	: 	65.4 	80.9 	80.5 	80.4 	94.9 	82.8 	91.2 	91.7 	105.1 	104.7 	94.5 	104.1 	100.9 	100.0 	113.7 	121.1 b	141.4 	143.8 	122.2 	168.4 	192.2 	185.4 	174.8 
A,INX_A_AVG,APM,PL	: 	: 	: 	: 	: 	: 	61.7 	63.5 	64.8 	66.6 	69.8 	72.3 	77.9 	84.4 	88.0 	93.4 	99.2 	99.1 	99.4 	100.0 	98.4 	99.1 b	99.6 	99.2 	104.0 	109.1 	122.7 	136.4 	142.3 
A,INX_A_AVG,APM,PT	: 	: 	: 	: 	: 	: 	70.71 	72.39 	73.75 	75.26 	77.05 	80.70 	82.50 	83.35 	84.25 	89.40 	93.55 	96.38 	99.06 	100.00 	100.86 	102.38 b	103.96 	103.96 	103.40 	104.44 	106.34 	110.76 	116.02 
A,INX_A_AVG,APM,RO	: 	: 	: 	: 	: 	: 	32.42 	37.56 	44.72 	51.51 	57.78 	61.33 	66.79 	71.73 	75.47 	81.85 	87.20 	94.93 	97.55 	100.00 	96.52 	97.58 b	103.87 	106.71 	107.55 	110.08 	124.95 	140.50 	150.25 
A,INX_A_AVG,APM,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.2 d	103.2 b	104.6 d	106.2 d	108.5 d	110.4 d	115.4 d	124.6 d	131.2 d
A,INX_A_AVG,APM,SE	: 	: 	: 	: 	: 	: 	76.06 	78.21 	80.93 	82.87 	83.78 	85.39 	86.93 	89.20 	91.02 	92.89 	95.49 	97.49 	98.87 	100.00 	100.81 	101.72 b	102.24 	103.68 	105.46 	106.68 	109.01 	113.28 	119.19 
A,INX_A_AVG,APM,SI	: 	: 	: 	: 	: 	: 	67.90 	71.06 	75.16 	77.88 	79.74 	82.16 	85.24 	86.73 	92.76 	93.61 	96.56 	96.83 	99.04 	100.00 	101.48 	105.52 b	108.72 	116.09 	120.49 	124.84 	133.89 	144.31 	147.60 
A,INX_A_AVG,APM,SK	: 	: 	: 	: 	: 	: 	45.22 	55.35 	64.85 	70.92 	79.86 	81.62 	85.86 	90.25 	89.96 	96.30 	102.56 	103.10 	102.06 	100.00 	98.61 	96.53 b	97.80 	101.61 	104.56 	103.51 	116.42 	128.28 	131.50 
A,INX_A_AVG,APM,UK	: 	: 	: 	: 	: 	: 	43.5 	44.3 	46.8 	51.5 	60.6 	64.9 	73.4 	79.1 	78.0 	84.2 	90.3 	96.5 	101.0 	100.0 	98.5 	101.2 b	106.2 	110.4 	: 	: 	: 	: 	: 
A,INX_A_AVG,AP_NNRG,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 d	100.13 d	100.38 d	101.35 d	102.14 d	102.98 d
A,INX_A_AVG,AP_NNRG,AT	: 	: 	: 	: 	: 	70.80 	73.64 	75.24 	77.05 	79.55 	81.52 	83.41 	85.69 	87.04 	88.24 	90.33 	92.77 	95.72 	98.09 	100.00 	102.26 	104.37 b	107.28 	109.62 	112.02 	114.04 	117.97 	124.33 	130.90 
A,INX_A_AVG,AP_NNRG,BE	: 	: 	: 	: 	: 	80.36 	80.83 	81.06 	82.04 	83.34 	85.16 	85.76 	86.54 	88.59 	89.27 	90.99 	93.25 	94.87 	96.81 	100.00 	102.26 	104.60 b	106.69 	108.52 	109.92 	110.73 	113.74 	120.03 	124.18 
A,INX_A_AVG,AP_NNRG,BG	: 	: 	: 	: 	: 	46.42 	55.75 	59.43 	60.81 	65.61 	70.14 	74.88 	83.42 	89.98 	95.28 	97.51 	100.60 	100.32 	100.20 	100.00 	101.57 	102.55 b	104.11 	105.90 	108.61 	109.60 	112.31 	122.95 	129.63 
A,INX_A_AVG,AP_NNRG,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	99.80 	: 	: 	99.67 	99.11 	98.94 	98.74 	99.06 	99.36 
A,INX_A_AVG,AP_NNRG,CY	: 	: 	: 	: 	: 	86.15 	89.54 	91.91 	88.87 	89.00 	91.09 	93.71 	96.55 	99.15 	100.37 	100.66 	102.64 	101.10 	100.63 	100.00 	99.79 	100.11 b	101.16 	101.90 	102.69 	103.12 	104.45 	106.91 	109.30 
A,INX_A_AVG,AP_NNRG,CZ	: 	: 	: 	: 	: 	52.9 	55.9 	57.1 	59.9 	62.0 	63.7 	67.0 	76.5 	81.7 	86.1 	88.8 	96.2 	99.4 	99.8 	100.0 	101.6 	103.4 b	105.3 	106.6 	109.6 	113.2 	123.1 	138.2 	148.4 
A,INX_A_AVG,AP_NNRG,DE	: 	: 	: 	: 	: 	79.2 	80.4 	81.6 	86.5 	87.8 	88.5 	90.9 	92.5 	93.6 	94.5 	95.8 	97.0 	97.0 	98.5 	100.0 b	101.7 	102.0 b	103.4 	105.0 	106.6 	108.9 	108.8 	114.1 	118.2 
A,INX_A_AVG,AP_NNRG,DK	: 	: 	: 	: 	: 	71.0 	73.1 	75.8 	78.3 	80.2 	81.5 	82.7 	84.8 	87.8 	90.3 	92.9 	94.7 	96.6 	98.4 	100.0 	101.4 	103.2 b	104.5 	105.9 	107.8 	109.3 	112.1 	115.7 	118.9 
A,INX_A_AVG,AP_NNRG,EA	: 	: 	: 	: 	: 	74.11 	75.63 	77.40 	80.85 	82.15 	83.20 	84.74 	86.43 	88.26 	90.01 	92.14 	94.43 	96.36 	98.52 	100.00 	101.24 	101.99 b	103.52 	105.19 	106.93 	108.70 	110.04 	114.39 	118.98 
A,INX_A_AVG,AP_NNRG,EA19	: 	: 	: 	: 	: 	73.79 	75.33 	77.14 	80.61 	81.95 	83.05 	84.61 	86.36 	88.25 	90.00 	92.14 	94.42 	96.36 	98.52 	100.00 	101.24 	101.99 b	103.52 	105.19 	106.93 	108.70 	110.04 	114.40 	118.96 
A,INX_A_AVG,AP_NNRG,EA20	: 	: 	: 	: 	: 	73.69 	75.25 	77.07 	80.54 	81.88 	83.00 	84.57 	86.34 	88.24 	90.00 	92.13 	94.42 	96.35 	98.52 	100.00 	101.25 	101.99 b	103.52 	105.18 	106.92 	108.69 	110.04 	114.40 	118.98 
A,INX_A_AVG,AP_NNRG,EE	: 	: 	: 	: 	: 	53.00 	58.36 	59.70 	63.78 	67.48 	70.88 	73.52 	81.51 	93.37 	97.80 	101.21 	103.75 	93.63 	96.79 	100.00 	102.32 	102.68 b	102.07 	103.50 	99.49 	102.76 	110.25 	123.95 	134.85 
A,INX_A_AVG,AP_NNRG,EEA	: 	: 	: 	: 	: 	71.10 	72.54 	74.27 	77.57 	79.19 	80.54 	82.48 	84.77 	87.25 	89.34 	91.67 	94.25 	96.40 	98.53 	100.00 	101.44 	102.46 b	104.11 	106.04 	108.15 	110.16 	112.29 	117.31 	: 
A,INX_A_AVG,AP_NNRG,EL	: 	: 	: 	: 	: 	76.37 	77.62 	79.43 	80.79 	83.62 	86.47 	89.15 	90.88 	94.36 	97.36 	99.55 	99.01 	97.63 	98.91 	100.00 	101.90 	101.10 b	101.81 	102.82 	100.66 	98.42 	101.26 	106.49 	108.89 
A,INX_A_AVG,AP_NNRG,ES	: 	: 	: 	: 	: 	75.64 	76.27 	76.90 	77.69 	78.30 	79.70 	80.21 	81.29 	82.94 	83.34 	84.05 	89.45 	97.67 	99.17 	100.00 	100.38 	100.86 b	101.44 	102.06 	102.35 	102.34 	101.95 	99.52 	101.85 
A,INX_A_AVG,AP_NNRG,EU	: 	: 	: 	: 	: 	71.12 	72.56 	74.28 	77.60 	79.21 	80.56 	82.50 	84.80 	87.27 	89.35 	91.71 	94.29 	96.44 	98.56 	100.00 	101.42 	102.42 b	104.03 	105.94 	108.02 	110.05 	112.18 	117.22 	122.35 
A,INX_A_AVG,AP_NNRG,EU27_2020	: 	: 	: 	: 	: 	70.68 	72.81 	74.80 	78.20 	79.79 	81.14 	83.00 	85.24 	87.66 	89.69 	91.95 	94.42 	96.48 	98.55 	100.00 	101.45 	102.31 b	103.83 	105.64 	107.73 	109.76 	111.89 	116.91 	122.03 
A,INX_A_AVG,AP_NNRG,EU28	: 	: 	: 	: 	: 	69.93 	72.02 	73.99 	77.35 	79.06 	80.51 	82.48 	84.79 	87.28 	89.37 	91.72 	94.30 	96.44 	98.56 	100.00 	101.42 	102.42 b	104.03 	105.94 	: 	: 	: 	: 	: 
A,INX_A_AVG,AP_NNRG,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106.09 b	105.80 	107.36 	109.07 	110.35 	112.15 	115.56 	119.04 
A,INX_A_AVG,AP_NNRG,FR	: 	: 	: 	: 	: 	66.11 	68.14 	71.65 	76.80 	78.68 	80.82 	82.86 	85.64 	87.73 	90.07 	92.57 	95.12 	97.15 	99.34 	100.00 	100.33 	101.63 b	104.96 	107.45 	110.62 	113.07 	115.38 	119.84 	126.54 
A,INX_A_AVG,AP_NNRG,HR	: 	: 	: 	: 	: 	53.84 	60.55 	63.65 	66.19 	68.72 	74.81 	77.92 	82.32 	87.79 	90.27 	91.84 	93.63 	95.00 	97.87 	100.00 	101.87 	101.73 b	102.99 	103.86 	104.02 	105.44 	108.83 	114.26 	120.37 
A,INX_A_AVG,AP_NNRG,HU	: 	: 	: 	: 	: 	42.54 	45.98 	49.78 	55.37 	60.66 	64.45 	74.01 	78.92 	84.77 	90.56 	94.23 	98.40 	99.49 	98.47 	100.00 	100.87 	101.29 b	101.60 	103.19 	103.64 	105.07 	109.92 	119.59 	124.98 
A,INX_A_AVG,AP_NNRG,IE	: 	: 	: 	: 	: 	43.0 	47.6 	53.2 	56.7 	60.9 	65.0 	68.9 	73.3 	79.6 	80.4 	85.0 	87.8 	89.4 	90.4 	100.0 	98.1 	96.7 b	97.6 	97.9 	99.9 	102.4 	108.3 	107.8 	106.8 
A,INX_A_AVG,AP_NNRG,IT	: 	: 	: 	: 	: 	76.0 	77.1 	78.0 	77.6 	77.4 	76.8 	75.8 	75.9 	79.0 	82.4 	87.4 	90.8 	94.7 	98.5 	100.0 	101.7 	102.3 b	102.0 	103.6 	104.3 	105.3 	107.3 	110.1 	113.7 
A,INX_A_AVG,AP_NNRG,LT	: 	: 	: 	: 	: 	53.65 	55.73 	56.05 	54.41 	57.25 	61.03 	66.94 	77.14 	85.29 	87.88 	88.90 	92.43 	95.02 	97.99 	100.00 	101.50 	101.94 b	102.61 	105.25 	111.27 	115.16 	123.16 	137.52 	148.43 
A,INX_A_AVG,AP_NNRG,LU	: 	: 	: 	: 	: 	65.80 	65.75 	68.70 	71.11 	72.97 	76.36 	80.75 	82.83 	83.10 	85.85 	91.18 	93.51 	98.04 	99.11 	100.00 	100.99 	101.74 b	99.78 	102.08 	100.78 	101.48 	103.46 	101.95 	106.02 
A,INX_A_AVG,AP_NNRG,LV	: 	: 	: 	: 	: 	35.47 	36.23 	38.19 	39.74 	43.26 	48.20 	57.40 	70.72 	87.25 	90.67 	92.31 	94.40 	94.16 	94.60 	100.00 	101.43 	102.17 b	104.16 	106.79 	109.01 	110.33 	117.94 	130.15 	137.53 
A,INX_A_AVG,AP_NNRG,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 b	100.00 d	100.00 d	100.70 d	101.98 d	104.87 d	109.02 d	113.64 d
A,INX_A_AVG,AP_NNRG,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.46 d	101.13 d	105.51 d	111.00 d	114.38 d
